LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
BRA,HOUSECOST,REAL,IDX2015,A,2018,86.10132557,
BRA,HOUSECOST,REAL,IDX2015,A,2019,83.08564221,
CHL,HOUSECOST,REAL,IDX2015,A,2002,84.57725982,
CHL,HOUSECOST,REAL,IDX2015,A,2003,84.44341308,
CHL,HOUSECOST,REAL,IDX2015,A,2004,87.41481731,
CHL,HOUSECOST,REAL,IDX2015,A,2005,86.4165656,
CHL,HOUSECOST,REAL,IDX2015,A,2006,85.57124342,
CHL,HOUSECOST,REAL,IDX2015,A,2007,86.50661603,
CHL,HOUSECOST,REAL,IDX2015,A,2008,80.78791546,
CHL,HOUSECOST,REAL,IDX2015,A,2009,81.12897059,
CHL,HOUSECOST,REAL,IDX2015,A,2010,83.5290569,
CHL,HOUSECOST,REAL,IDX2015,A,2011,86.93781278,
CHL,HOUSECOST,REAL,IDX2015,A,2012,90.10958602,
CHL,HOUSECOST,REAL,IDX2015,A,2013,94.02692385,
CHL,HOUSECOST,REAL,IDX2015,A,2014,96.02610636,
CHL,HOUSECOST,REAL,IDX2015,A,2015,100,
CHL,HOUSECOST,REAL,IDX2015,A,2016,99.46261299,
CHL,HOUSECOST,REAL,IDX2015,A,2017,103.9803693,
CHL,HOUSECOST,REAL,IDX2015,A,2018,108.7661492,
CHN,HOUSECOST,REAL,IDX2015,A,2010,96.88412264,
CHN,HOUSECOST,REAL,IDX2015,A,2011,99.0063662,
CHN,HOUSECOST,REAL,IDX2015,A,2012,95.67500844,
CHN,HOUSECOST,REAL,IDX2015,A,2013,99.98092714,
CHN,HOUSECOST,REAL,IDX2015,A,2014,102.7037459,
CHN,HOUSECOST,REAL,IDX2015,A,2015,100,
CHN,HOUSECOST,REAL,IDX2015,A,2016,109.8781805,
CHN,HOUSECOST,REAL,IDX2015,A,2017,122.4896294,
CHN,HOUSECOST,REAL,IDX2015,A,2018,127.0655784,
CHN,HOUSECOST,REAL,IDX2015,A,2019,128.7656434,
COL,HOUSECOST,REAL,IDX2015,A,2000,56.86811603,
COL,HOUSECOST,REAL,IDX2015,A,2001,55.04452517,
COL,HOUSECOST,REAL,IDX2015,A,2002,52.20819385,
COL,HOUSECOST,REAL,IDX2015,A,2003,50.38627635,
COL,HOUSECOST,REAL,IDX2015,A,2004,52.1473565,
COL,HOUSECOST,REAL,IDX2015,A,2005,54.242709,
COL,HOUSECOST,REAL,IDX2015,A,2006,58.09412025,
COL,HOUSECOST,REAL,IDX2015,A,2007,64.92353845,
COL,HOUSECOST,REAL,IDX2015,A,2008,71.87793256,
COL,HOUSECOST,REAL,IDX2015,A,2009,75.72993338,
COL,HOUSECOST,REAL,IDX2015,A,2010,79.53731658,
COL,HOUSECOST,REAL,IDX2015,A,2011,81.38579321,
COL,HOUSECOST,REAL,IDX2015,A,2012,86.66905255,
COL,HOUSECOST,REAL,IDX2015,A,2013,92.94242081,
COL,HOUSECOST,REAL,IDX2015,A,2014,97.21005992,
COL,HOUSECOST,REAL,IDX2015,A,2015,100,
COL,HOUSECOST,REAL,IDX2015,A,2016,104.7125094,
COL,HOUSECOST,REAL,IDX2015,A,2017,108.0691117,
COL,HOUSECOST,REAL,IDX2015,A,2018,111.7575636,
EST,HOUSECOST,REAL,IDX2015,A,2005,83.90347506,
EST,HOUSECOST,REAL,IDX2015,A,2006,118.9909965,
EST,HOUSECOST,REAL,IDX2015,A,2007,133.3732909,
EST,HOUSECOST,REAL,IDX2015,A,2008,111.7440896,
EST,HOUSECOST,REAL,IDX2015,A,2009,71.10348265,
EST,HOUSECOST,REAL,IDX2015,A,2010,72.02592745,
EST,HOUSECOST,REAL,IDX2015,A,2011,74.42233617,
EST,HOUSECOST,REAL,IDX2015,A,2012,76.83037771,
EST,HOUSECOST,REAL,IDX2015,A,2013,82.49033161,
EST,HOUSECOST,REAL,IDX2015,A,2014,93.21245728,
EST,HOUSECOST,REAL,IDX2015,A,2015,100,
EST,HOUSECOST,REAL,IDX2015,A,2016,103.7321235,
EST,HOUSECOST,REAL,IDX2015,A,2017,105.6750183,
EST,HOUSECOST,REAL,IDX2015,A,2018,108.0502618,
EST,HOUSECOST,REAL,IDX2015,A,2019,112.9498064,
IND,HOUSECOST,REAL,IDX2015,A,2010,62.90126664,
IND,HOUSECOST,REAL,IDX2015,A,2011,69.34298915,
IND,HOUSECOST,REAL,IDX2015,A,2012,79.37882642,
IND,HOUSECOST,REAL,IDX2015,A,2013,84.40670651,
IND,HOUSECOST,REAL,IDX2015,A,2014,91.27063855,
IND,HOUSECOST,REAL,IDX2015,A,2015,100,
IND,HOUSECOST,REAL,IDX2015,A,2016,102.5328621,
IND,HOUSECOST,REAL,IDX2015,A,2017,107.6120815,
IND,HOUSECOST,REAL,IDX2015,A,2018,109.1550979,
IND,HOUSECOST,REAL,IDX2015,A,2019,109.2997702,
IDN,HOUSECOST,REAL,IDX2015,A,2002,156.2503968,
IDN,HOUSECOST,REAL,IDX2015,A,2003,154.2273869,
IDN,HOUSECOST,REAL,IDX2015,A,2004,150.6457443,
IDN,HOUSECOST,REAL,IDX2015,A,2005,140.2427474,
IDN,HOUSECOST,REAL,IDX2015,A,2006,129.7613602,
IDN,HOUSECOST,REAL,IDX2015,A,2007,116.1561544,
IDN,HOUSECOST,REAL,IDX2015,A,2008,104.7865785,
IDN,HOUSECOST,REAL,IDX2015,A,2009,100.6600306,
IDN,HOUSECOST,REAL,IDX2015,A,2010,96.16460557,
IDN,HOUSECOST,REAL,IDX2015,A,2011,93.94411477,
IDN,HOUSECOST,REAL,IDX2015,A,2012,92.49752613,
IDN,HOUSECOST,REAL,IDX2015,A,2013,97.90046457,
IDN,HOUSECOST,REAL,IDX2015,A,2014,99.08635801,
IDN,HOUSECOST,REAL,IDX2015,A,2015,100,
IDN,HOUSECOST,REAL,IDX2015,A,2016,100.0603962,
IDN,HOUSECOST,REAL,IDX2015,A,2017,99.83586104,
IDN,HOUSECOST,REAL,IDX2015,A,2018,99.79008235,
IDN,HOUSECOST,REAL,IDX2015,A,2019,98.51436004,
ISR,HOUSECOST,REAL,IDX2015,A,2000,69.16019402,
ISR,HOUSECOST,REAL,IDX2015,A,2001,66.32449121,
ISR,HOUSECOST,REAL,IDX2015,A,2002,66.92332436,
ISR,HOUSECOST,REAL,IDX2015,A,2003,62.87353936,
ISR,HOUSECOST,REAL,IDX2015,A,2004,62.09389988,
ISR,HOUSECOST,REAL,IDX2015,A,2005,61.25463493,
ISR,HOUSECOST,REAL,IDX2015,A,2006,60.11984044,
ISR,HOUSECOST,REAL,IDX2015,A,2007,58.42353996,
ISR,HOUSECOST,REAL,IDX2015,A,2008,59.58528336,
ISR,HOUSECOST,REAL,IDX2015,A,2009,66.48646514,
ISR,HOUSECOST,REAL,IDX2015,A,2010,76.0147933,
ISR,HOUSECOST,REAL,IDX2015,A,2011,81.49249573,
ISR,HOUSECOST,REAL,IDX2015,A,2012,82.67098613,
ISR,HOUSECOST,REAL,IDX2015,A,2013,88.82818977,
ISR,HOUSECOST,REAL,IDX2015,A,2014,94.08162807,
ISR,HOUSECOST,REAL,IDX2015,A,2015,100,
ISR,HOUSECOST,REAL,IDX2015,A,2016,108.1149102,
ISR,HOUSECOST,REAL,IDX2015,A,2017,112.0041979,
ISR,HOUSECOST,REAL,IDX2015,A,2018,109.8242196,
ISR,HOUSECOST,REAL,IDX2015,A,2019,110.908859,
LVA,HOUSECOST,REAL,IDX2015,A,2006,137.1348756,
LVA,HOUSECOST,REAL,IDX2015,A,2007,167.2716556,
LVA,HOUSECOST,REAL,IDX2015,A,2008,149.5317192,
LVA,HOUSECOST,REAL,IDX2015,A,2009,97.10457139,
LVA,HOUSECOST,REAL,IDX2015,A,2010,88.67294483,
LVA,HOUSECOST,REAL,IDX2015,A,2011,92.27688923,
LVA,HOUSECOST,REAL,IDX2015,A,2012,92.01875997,
LVA,HOUSECOST,REAL,IDX2015,A,2013,98.23761743,
LVA,HOUSECOST,REAL,IDX2015,A,2014,102.4007065,
LVA,HOUSECOST,REAL,IDX2015,A,2015,100,
LVA,HOUSECOST,REAL,IDX2015,A,2016,107.3448125,
LVA,HOUSECOST,REAL,IDX2015,A,2017,113.3305205,
LVA,HOUSECOST,REAL,IDX2015,A,2018,120.8272567,
LVA,HOUSECOST,REAL,IDX2015,A,2019,128.0842308,
LTU,HOUSECOST,REAL,IDX2015,A,2006,125.7981006,
LTU,HOUSECOST,REAL,IDX2015,A,2007,150.1973672,
LTU,HOUSECOST,REAL,IDX2015,A,2008,147.5945182,
LTU,HOUSECOST,REAL,IDX2015,A,2009,99.06388094,
LTU,HOUSECOST,REAL,IDX2015,A,2010,90.58862494,
LTU,HOUSECOST,REAL,IDX2015,A,2011,92.52418014,
LTU,HOUSECOST,REAL,IDX2015,A,2012,89.48081561,
LTU,HOUSECOST,REAL,IDX2015,A,2013,89.77160807,
LTU,HOUSECOST,REAL,IDX2015,A,2014,95.52756377,
LTU,HOUSECOST,REAL,IDX2015,A,2015,100,
LTU,HOUSECOST,REAL,IDX2015,A,2016,104.4023724,
LTU,HOUSECOST,REAL,IDX2015,A,2017,109.8294222,
LTU,HOUSECOST,REAL,IDX2015,A,2018,114.8583539,
LTU,HOUSECOST,REAL,IDX2015,A,2019,120.3541329,
RUS,HOUSECOST,REAL,IDX2015,A,2001,54.6533849,
RUS,HOUSECOST,REAL,IDX2015,A,2002,62.58885528,
RUS,HOUSECOST,REAL,IDX2015,A,2003,68.03755348,
RUS,HOUSECOST,REAL,IDX2015,A,2004,75.90863301,
RUS,HOUSECOST,REAL,IDX2015,A,2005,83.22751881,
RUS,HOUSECOST,REAL,IDX2015,A,2006,113.2882329,
RUS,HOUSECOST,REAL,IDX2015,A,2007,151.5943436,
RUS,HOUSECOST,REAL,IDX2015,A,2008,168.3461637,
RUS,HOUSECOST,REAL,IDX2015,A,2009,151.4201444,
RUS,HOUSECOST,REAL,IDX2015,A,2010,153.6748478,
RUS,HOUSECOST,REAL,IDX2015,A,2011,112.7497513,
RUS,HOUSECOST,REAL,IDX2015,A,2012,120.547568,
RUS,HOUSECOST,REAL,IDX2015,A,2013,118.7886991,
RUS,HOUSECOST,REAL,IDX2015,A,2014,112.2969899,
RUS,HOUSECOST,REAL,IDX2015,A,2015,100,
RUS,HOUSECOST,REAL,IDX2015,A,2016,88.5775822,
RUS,HOUSECOST,REAL,IDX2015,A,2017,83.06325569,
RUS,HOUSECOST,REAL,IDX2015,A,2018,82.46010509,
RUS,HOUSECOST,REAL,IDX2015,A,2019,84.59734122,
SVN,HOUSECOST,REAL,IDX2015,A,2007,136.6281433,
SVN,HOUSECOST,REAL,IDX2015,A,2008,138.4614888,
SVN,HOUSECOST,REAL,IDX2015,A,2009,124.2941414,
SVN,HOUSECOST,REAL,IDX2015,A,2010,122.66428,
SVN,HOUSECOST,REAL,IDX2015,A,2011,123.794639,
SVN,HOUSECOST,REAL,IDX2015,A,2012,113.3237391,
SVN,HOUSECOST,REAL,IDX2015,A,2013,105.1379527,
SVN,HOUSECOST,REAL,IDX2015,A,2014,98.60803155,
SVN,HOUSECOST,REAL,IDX2015,A,2015,100,
SVN,HOUSECOST,REAL,IDX2015,A,2016,103.9179987,
SVN,HOUSECOST,REAL,IDX2015,A,2017,110.3253286,
SVN,HOUSECOST,REAL,IDX2015,A,2018,118.3665295,
SVN,HOUSECOST,REAL,IDX2015,A,2019,124.2969295,
ZAF,HOUSECOST,REAL,IDX2015,A,2000,51.28375383,
ZAF,HOUSECOST,REAL,IDX2015,A,2001,54.29284253,
ZAF,HOUSECOST,REAL,IDX2015,A,2002,56.44568784,
ZAF,HOUSECOST,REAL,IDX2015,A,2003,63.8310544,
ZAF,HOUSECOST,REAL,IDX2015,A,2004,79.7254251,
ZAF,HOUSECOST,REAL,IDX2015,A,2005,97.93495066,
ZAF,HOUSECOST,REAL,IDX2015,A,2006,111.0162504,
ZAF,HOUSECOST,REAL,IDX2015,A,2007,118.6982236,
ZAF,HOUSECOST,REAL,IDX2015,A,2008,108.6820233,
ZAF,HOUSECOST,REAL,IDX2015,A,2009,99.09631446,
ZAF,HOUSECOST,REAL,IDX2015,A,2010,98.89633256,
ZAF,HOUSECOST,REAL,IDX2015,A,2011,96.61497324,
ZAF,HOUSECOST,REAL,IDX2015,A,2012,95.62536024,
ZAF,HOUSECOST,REAL,IDX2015,A,2013,96.01718117,
ZAF,HOUSECOST,REAL,IDX2015,A,2014,97.9599982,
ZAF,HOUSECOST,REAL,IDX2015,A,2015,100,
ZAF,HOUSECOST,REAL,IDX2015,A,2016,99.46784778,
ZAF,HOUSECOST,REAL,IDX2015,A,2017,99.24141189,
ZAF,HOUSECOST,REAL,IDX2015,A,2018,98.95816324,
ZAF,HOUSECOST,REAL,IDX2015,A,2019,98.88282764,
EA,HOUSECOST,REAL,IDX2015,A,2000,86.64396662,
EA,HOUSECOST,REAL,IDX2015,A,2001,88.78010485,
EA,HOUSECOST,REAL,IDX2015,A,2002,92.76635693,
EA,HOUSECOST,REAL,IDX2015,A,2003,96.0915189,
EA,HOUSECOST,REAL,IDX2015,A,2004,100.3789782,
EA,HOUSECOST,REAL,IDX2015,A,2005,105.2990382,
EA,HOUSECOST,REAL,IDX2015,A,2006,110.1870177,
EA,HOUSECOST,REAL,IDX2015,A,2007,112.6052743,
EA,HOUSECOST,REAL,IDX2015,A,2008,111.0264357,
EA,HOUSECOST,REAL,IDX2015,A,2009,108.156645,
EA,HOUSECOST,REAL,IDX2015,A,2010,107.4703083,
EA,HOUSECOST,REAL,IDX2015,A,2011,106.3166096,
EA,HOUSECOST,REAL,IDX2015,A,2012,102.1990114,
EA,HOUSECOST,REAL,IDX2015,A,2013,98.98871934,
EA,HOUSECOST,REAL,IDX2015,A,2014,98.75838236,
EA,HOUSECOST,REAL,IDX2015,A,2015,100,
EA,HOUSECOST,REAL,IDX2015,A,2016,103.5631151,
EA,HOUSECOST,REAL,IDX2015,A,2017,106.6601912,
EA,HOUSECOST,REAL,IDX2015,A,2018,110.1548158,
EA,HOUSECOST,REAL,IDX2015,A,2019,113.3890704,
EA17,HOUSECOST,REAL,IDX2015,A,2000,84.7596868,
EA17,HOUSECOST,REAL,IDX2015,A,2001,87.49759829,
EA17,HOUSECOST,REAL,IDX2015,A,2002,91.23803241,
EA17,HOUSECOST,REAL,IDX2015,A,2003,96.10436017,
EA17,HOUSECOST,REAL,IDX2015,A,2004,101.1037067,
EA17,HOUSECOST,REAL,IDX2015,A,2005,107.126809,
EA17,HOUSECOST,REAL,IDX2015,A,2006,111.9181989,
EA17,HOUSECOST,REAL,IDX2015,A,2007,114.2418221,
EA17,HOUSECOST,REAL,IDX2015,A,2008,112.1746935,
EA17,HOUSECOST,REAL,IDX2015,A,2009,108.5404918,
EA17,HOUSECOST,REAL,IDX2015,A,2010,107.8392881,
EA17,HOUSECOST,REAL,IDX2015,A,2011,106.6889137,
EA17,HOUSECOST,REAL,IDX2015,A,2012,102.4658565,
EA17,HOUSECOST,REAL,IDX2015,A,2013,99.17014817,
EA17,HOUSECOST,REAL,IDX2015,A,2014,98.86137406,
EA17,HOUSECOST,REAL,IDX2015,A,2015,100,
EA17,HOUSECOST,REAL,IDX2015,A,2016,103.5381038,
EA17,HOUSECOST,REAL,IDX2015,A,2017,106.5628033,
EA17,HOUSECOST,REAL,IDX2015,A,2018,110.0320418,
EA17,HOUSECOST,REAL,IDX2015,A,2019,113.2109937,
OECD,HOUSECOST,REAL,IDX2015,A,2000,82.20485113,
OECD,HOUSECOST,REAL,IDX2015,A,2001,84.81510576,
OECD,HOUSECOST,REAL,IDX2015,A,2002,88.94908122,
OECD,HOUSECOST,REAL,IDX2015,A,2003,93.11558455,
OECD,HOUSECOST,REAL,IDX2015,A,2004,97.32285174,
OECD,HOUSECOST,REAL,IDX2015,A,2005,101.9180322,
OECD,HOUSECOST,REAL,IDX2015,A,2006,105.3321197,
OECD,HOUSECOST,REAL,IDX2015,A,2007,106.4805984,
OECD,HOUSECOST,REAL,IDX2015,A,2008,101.3252887,
OECD,HOUSECOST,REAL,IDX2015,A,2009,97.17066211,
OECD,HOUSECOST,REAL,IDX2015,A,2010,96.37164506,
OECD,HOUSECOST,REAL,IDX2015,A,2011,93.73424804,
OECD,HOUSECOST,REAL,IDX2015,A,2012,92.82651553,
OECD,HOUSECOST,REAL,IDX2015,A,2013,94.34162815,
OECD,HOUSECOST,REAL,IDX2015,A,2014,96.31052376,
OECD,HOUSECOST,REAL,IDX2015,A,2015,100,
OECD,HOUSECOST,REAL,IDX2015,A,2016,104.2271984,
OECD,HOUSECOST,REAL,IDX2015,A,2017,107.9546592,
OECD,HOUSECOST,REAL,IDX2015,A,2018,110.8379368,
OECD,HOUSECOST,REAL,IDX2015,A,2019,113.2258851,
BGR,HOUSECOST,REAL,IDX2015,A,2005,103.5358682,
BGR,HOUSECOST,REAL,IDX2015,A,2006,116.1975529,
BGR,HOUSECOST,REAL,IDX2015,A,2007,137.4960584,
BGR,HOUSECOST,REAL,IDX2015,A,2008,161.735611,
BGR,HOUSECOST,REAL,IDX2015,A,2009,127.6988155,
BGR,HOUSECOST,REAL,IDX2015,A,2010,112.0554346,
BGR,HOUSECOST,REAL,IDX2015,A,2011,102.4014889,
BGR,HOUSECOST,REAL,IDX2015,A,2012,97.00566306,
BGR,HOUSECOST,REAL,IDX2015,A,2013,97.38867309,
BGR,HOUSECOST,REAL,IDX2015,A,2014,98.82386132,
BGR,HOUSECOST,REAL,IDX2015,A,2015,100,
BGR,HOUSECOST,REAL,IDX2015,A,2016,106.5654599,
BGR,HOUSECOST,REAL,IDX2015,A,2017,112.2539758,
BGR,HOUSECOST,REAL,IDX2015,A,2018,117.2770443,
BGR,HOUSECOST,REAL,IDX2015,A,2019,121.9413707,
ROU,HOUSECOST,REAL,IDX2015,A,2009,155.621102,
ROU,HOUSECOST,REAL,IDX2015,A,2010,136.0758117,
ROU,HOUSECOST,REAL,IDX2015,A,2011,114.7887119,
ROU,HOUSECOST,REAL,IDX2015,A,2012,104.2830338,
ROU,HOUSECOST,REAL,IDX2015,A,2013,101.3783475,
ROU,HOUSECOST,REAL,IDX2015,A,2014,98.16218667,
ROU,HOUSECOST,REAL,IDX2015,A,2015,100,
ROU,HOUSECOST,REAL,IDX2015,A,2016,105.1737209,
ROU,HOUSECOST,REAL,IDX2015,A,2017,108.628482,
ROU,HOUSECOST,REAL,IDX2015,A,2018,110.044648,
ROU,HOUSECOST,REAL,IDX2015,A,2019,108.1517233,
